key,x,y,z,qw,qx,qy,qz
6989586621679009825,97.60927988567077,87.3923115156563,12.493082577916134,1.0,0.0,0.0,0.0
6989586621679010032,33.94380741127765,9.16863403101013,11.120227842218627,1.0,0.0,0.0,0.0
6989586621679010042,50.36596848146872,26.43849174333002,11.057799161954087,1.0,0.0,0.0,0.0
6989586621679010067,80.20648114509929,74.3531300235652,12.389932935859113,1.0,0.0,0.0,0.0
7061644215716937753,87.28313798167238,81.17936322001268,12.458278898647558,1.0,0.0,0.0,0.0
7061644215716937795,116.60477781726945,14.644384344863774,10.34615677567992,1.0,0.0,0.0,0.0
7061644215716937797,113.55836232543044,11.295750455452241,10.004196309170675,1.0,0.0,0.0,0.0
7061644215716937971,101.64510449167776,62.560338572560084,11.965743902548407,1.0,0.0,0.0,0.0
7061644215716937977,94.928924191668,72.70442769583605,12.205243898723507,1.0,0.0,0.0,0.0
7061644215716938000,55.364572833277606,103.57871123351335,13.317031466894422,1.0,0.0,0.0,0.0
7133701809754865664,244.14748718129655,-99.67780420464369,6.017494569516725,1.0,0.0,0.0,0.0
7133701809754865665,246.15553446111207,-100.54566396193424,6.329754124815317,1.0,0.0,0.0,0.0
7133701809754865666,248.24849701046688,-100.83401579343796,6.175167802897241,1.0,0.0,0.0,0.0
7133701809754865667,250.3528794429029,-101.68937932348722,6.129612086826521,1.0,0.0,0.0,0.0
7133701809754865668,252.55569420215073,-102.78509414320251,6.11432843982741,1.0,0.0,0.0,0.0
7133701809754865669,254.6184853282519,-104.10633996450922,6.115519519371001,1.0,0.0,0.0,0.0
7133701809754865670,256.5174690305351,-105.60370183558987,6.08031625664736,1.0,0.0,0.0,0.0
7133701809754865671,258.4141899999403,-107.17040952579494,6.084640977227646,1.0,0.0,0.0,0.0
7133701809754865672,260.5433052859738,-108.83239533312552,6.066377308729801,1.0,0.0,0.0,0.0
7133701809754865673,262.35878147411586,-110.1869613636853,6.07738041632802,1.0,0.0,0.0,0.0
7133701809754865674,264.1476523948913,-111.47113372510212,6.068537345790682,1.0,0.0,0.0,0.0
7133701809754865675,265.95572713150483,-112.7687278703721,6.061630557850762,1.0,0.0,0.0,0.0
7133701809754865676,267.6428893519157,-113.97002224606665,6.058844052592454,1.0,0.0,0.0,0.0
7133701809754865677,269.51971530537065,-115.16922446038433,6.05948269414874,1.0,0.0,0.0,0.0
7133701809754865678,271.28180106736335,-116.20615115157162,6.031536712133655,1.0,0.0,0.0,0.0
7133701809754865679,273.0396041903268,-117.21333993835454,6.03251930182118,1.0,0.0,0.0,0.0
7133701809754865680,275.09209796747166,-118.28837090628694,6.029276209162294,1.0,0.0,0.0,0.0
7133701809754865681,277.1085854779633,-119.28066724739269,5.986130281907539,1.0,0.0,0.0,0.0
7133701809754865682,279.29247237060946,-120.33458867593733,5.991104235534537,1.0,0.0,0.0,0.0
7133701809754865683,281.1136341985102,-121.2194673725147,5.935434054227251,1.0,0.0,0.0,0.0
7133701809754865684,282.9450450067346,-122.14590485981203,6.004240942211609,1.0,0.0,0.0,0.0
7133701809754865685,284.85145323249196,-123.12289291404082,5.923942111859001,1.0,0.0,0.0,0.0
7133701809754865686,286.7701496899305,-124.17770973178517,6.018062112724528,1.0,0.0,0.0,0.0
