robot,window,count,rmse,mean,pstd,mean_dt
a,1,1349,0.1548487292304398,0.09018294779274587,0.12587757890781393,1.0
a,10,1340,0.7275903852858004,0.6308345937020068,0.3625403207219337,10.0
a,50,1300,2.2979143464720937,2.0881141279812856,0.9592652043346607,50.0
b,1,187,0.5661947169575178,0.2461733920171368,0.5098775525294094,1.0
b,10,178,1.1258038069093195,1.024069798556561,0.46767003253986755,10.0
b,50,138,2.759096254209074,2.502035911467268,1.1629395675264915,50.0
c,1,702,1.3966302525809173,0.64309077767639,1.239762200622287,1.0
c,10,693,1.4129098759413046,0.9800084925441808,1.0177905836043866,10.0
c,50,653,2.058922416608042,1.9066680058896366,0.7770319381646646,50.0
d,1,1062,0.6603817652117071,0.1990035388901305,0.6296837836035912,1.0
d,10,1053,1.1865780249799367,0.7821112782999575,0.8923392615599139,10.0
d,50,1013,2.5281382987175327,2.079656228783116,1.437537209092679,50.0
e,1,532,0.3550891630737755,0.1656167914875331,0.3141009266299755,1.0
e,10,523,1.0045637889701802,0.8499281676215226,0.5355095853424531,10.0
e,50,483,3.375762950391483,2.925218001751048,1.6848961806198701,50.0
