robot,window,count,rmse,mean,pstd,mean_dt
a,1,1252,1.0825005168754422,0.19353686882247872,1.065059082606215,1.0
a,10,1243,3.737175650273724,1.6755139679470092,3.3405291174024043,10.0
a,50,1203,7.871616275241438,5.805509799632532,5.315862935687545,50.0
b,1,264,23.89643725305571,5.731259588191724,23.19897361785622,1.0
b,10,255,66.6712508463281,37.58202618842226,55.06947427556172,10.0
b,50,215,112.09526930476535,101.57798341369379,47.40530229958683,50.0
c,1,623,0.7779764938882497,0.24247742012763396,0.7392240024315373,1.0
c,10,614,1.4003443095046675,1.0792858717233595,0.8922478311884267,10.0
c,50,574,4.325832405234366,3.579875372445161,2.428439481629376,50.0
d,1,1024,0.7719544475461825,0.25958968783721165,0.7269985302976284,1.0
d,10,1015,1.0648922984576632,0.8046516470169051,0.6975179813219344,10.0
d,50,975,2.6866370548819796,2.3368026235723955,1.3256591428908493,50.0
e,1,527,0.6207898112628127,0.19135533920515801,0.5905617020476334,1.0
e,10,518,1.3276687453071665,1.0585693350246603,0.8013334263656753,10.0
e,50,478,4.533971855377365,3.86125472955974,2.376470639163589,50.0
