robot,window,count,rmse,mean,pstd,mean_dt
a,1,1356,0.130783388066655,0.11341509144206754,0.065125353184307,1.0
a,10,1347,0.9689096740059979,0.8815319944783604,0.40210359249006206,10.0
a,50,1307,3.347860156061409,2.9921066852459006,1.5018206313173053,50.0
b,1,264,23.89643725305571,5.731259588191725,23.19897361785622,1.0
b,10,255,66.6712508463281,37.58202618842226,55.06947427556172,10.0
b,50,215,112.09526930476534,101.57798341369379,47.405302299586815,50.0
c,1,623,0.7401896437909198,0.2347971811243852,0.7019622443631651,1.0
c,10,614,1.3577144313965361,1.0545149299750507,0.8552115175102196,10.0
c,50,574,4.223464086095718,3.5032744530066418,2.3589652378641253,50.0
d,1,1061,0.8703248031764491,0.28817624267141523,0.8212306108419916,1.0
d,10,1052,1.1647233795601106,0.8556579986097341,0.7902087953883503,10.0
d,50,1012,2.742520679323382,2.415879772532509,1.2980541595729556,50.0
e,1,527,0.6207898112628158,0.19135533920515796,0.5905617020476367,1.0
e,10,518,1.3276687453071696,1.0585693350246603,0.80133342636568,10.0
e,50,478,4.533971855377369,3.861254729559741,2.3764706391635957,50.0
