key,x,y,z,qw,qx,qy,qz
7061644215716937768,-11.347154045180831,428.12745319433714,13.371537010119592,-0.002104984718510044,-0.5492442526520791,0.8346467341884161,0.041123582973830904
7061644215716937940,25.526880776269923,94.27151770086381,-1.7582712650282548,0.040647587585241944,-0.5798819986874756,0.8097694642054032,0.0797374194604571
7061644215716937942,26.44028164147646,90.8286415289105,-1.3935691918077127,-0.008075626561575651,0.8085976292721037,-0.5853618565715861,-0.05878907264311403
7061644215716937950,35.646030839943236,77.05685469598924,-1.321326468795034,-0.032746285031066025,0.8437394193521994,-0.5331807441251571,-0.05243822214779248
7061644215716937954,38.19785405143755,69.3771797408115,-1.1759773783583118,-0.010473094223583109,0.7686411790545324,-0.6395934368891978,-0.0011347454806516417
7061644215716937958,39.10648510908062,61.031672434414546,-1.1102133588773389,0.013341376855145849,-0.665644356749957,0.7453593509294384,0.03433709324609824
7061644215716937965,43.03193496905546,47.376378883274135,-1.086700653662341,-0.005941625405163632,0.8692372717572,-0.49324158997895545,-0.033226441137687704
7061644215716937983,43.27570812349249,18.272242817984225,-0.6671039789376821,0.04714030390493928,-0.25413444967406656,0.9649686484122039,0.045044209596060474
7061644215716937986,38.25543031826925,14.412116178376769,-0.3862892517983315,0.04619254047427093,-0.17241173382393354,0.9836074431359721,0.025628910469887065
7061644215716937991,28.62222072439567,10.580332210488066,0.14745188959986458,0.037484101324150046,-0.2035261126407885,0.9781121548119098,0.02164893139285981
7061644215716937998,14.808284741564503,7.101705024638003,0.8029626719352897,0.021048104378188246,-0.11153224824505366,0.9930183463933802,0.03212629187512212
7061644215716938001,9.301227191119267,4.722109459087819,0.9487164238821162,0.04721499557477423,-0.36315631970289264,0.9287235734926703,0.05797202507873224
7061644215716938010,-6.555287537874269,0.39158322679707247,2.007628398621624,0.028662762853636982,0.29712837319940055,0.9544000178716733,0.003712378216681963
7061644215716938047,6.6692376276855985,69.48592536536208,0.11780993856054833,0.03367284593451605,0.9629637913560197,0.26066003122542103,-0.06019322308593251
7061644215716938050,11.698692451489103,72.9760519341228,-0.22720974504314245,0.040573956320192776,0.9911061256035185,0.11799465849546296,-0.04625648523449475
7061644215716938058,24.157491078524757,83.07841542660148,-1.1163646823469258,0.026157406998649484,0.881083113892032,0.47222052371044615,0.004014157453283204
7061644215716938062,28.073360161073772,90.48456858938363,-1.6364842599784941,0.028247599443870206,0.8105131720587033,0.584588747290328,0.0229448814885274
7061644215716938063,28.825296931362523,92.38154511668084,-1.717682865410815,0.0254505589077475,0.8536500171468985,0.5174490884720828,-0.05366896790319124
7061644215716938072,36.73932321521878,108.29760863961,-1.7776168515181783,0.026037153034824886,0.7947759269647509,0.6062531937240114,-0.010505126300931809
7133701809754865664,35.13985091653233,114.90659547647596,-1.2744194026124127,0.017259077186932665,-0.41317210484307815,0.9104548193692137,-0.007934602798400326
7133701809754865665,33.84535610705484,113.26660435006737,-1.4170284563959474,0.04138642912574311,-0.46467347745218907,0.884481830287946,0.007590436561553212
7133701809754865666,32.90341491958342,111.46872148791302,-1.5579844103723284,0.011053780102311155,-0.5343025804688655,0.8451488645254082,-0.011043696897988913
7133701809754865667,31.88734058159822,109.57234717614051,-1.6493505499464978,0.010091509960463775,-0.5276025192427929,0.8491463032800549,-0.02200678852520917
7133701809754865668,30.993746104695663,107.71885193798697,-1.6742645190948104,0.013887061765109836,-0.5780092835949683,0.8159097182653617,-0.001936293805614603
7133701809754865669,30.15123392579218,105.70450749408201,-1.7474906500351448,0.00929636269815938,-0.5691939801525013,0.822067709553873,-0.011682102019217253
7133701809754865670,29.38282978223773,103.72747246723817,-1.7674694019922985,0.02375157443460903,-0.5715944682928125,0.8201698219917632,-0.006090125034318941
7133701809754865671,28.64501307007417,101.82403838651885,-1.7533540020091123,-0.0008311998114097358,-0.5764763897282551,0.8169786734508127,-0.014836721986372614
7133701809754865672,27.763046223946752,99.90665987294798,-1.8668494478113802,0.004539554006467783,-0.5573078614980636,0.8302842953509818,-0.0039152082193829665
7133701809754865673,27.00992934308347,98.03973047126983,-1.81118528105563,0.01911163418778347,-0.5462067973287829,0.8367109754164463,0.03475087924305131
7133701809754865674,26.319771261981224,96.15515327625266,-1.8241524951507986,0.03354693908467445,-0.5681923594052615,0.8221840399929246,-0.006741659472593555
7133701809754865675,25.69160584709458,94.16968179859276,-1.7239423702362802,0.043112769256580696,-0.572292405037048,0.8188642397848408,0.009167827743516753
7133701809754865676,25.043437242662147,92.19370028194126,-1.565462254488672,0.020105322236000044,-0.5817779838244281,0.8130850679053376,-0.0047776463182941445
7133701809754865677,24.254591415379032,90.18201693082923,-1.3940901391367235,0.026887160830598708,-0.5339822250277654,0.8449534713407705,-0.013917442511043921
7133701809754865678,23.565386233402,88.30131056728406,-1.3030516913493433,0.010670288044927728,-0.5628536334978814,0.8264770676739956,-0.004193902748555033
7133701809754865679,22.83436690481286,86.41128681919396,-1.1690207918281006,0.02462454231893011,-0.587188841525333,0.8090581849672531,-0.0052677928219224054
7133701809754865680,22.07877532761116,84.44307116576611,-1.0449452329889293,0.017330208589683833,-0.5585849520612572,0.8292121461739644,-0.009472689086476048
7133701809754865681,21.34253275249349,82.47669461384382,-0.945292704135998,0.008237770288370423,-0.5189143752694282,0.8547719506634637,-0.004992257845148012
7133701809754865682,20.411581710195883,80.64713009628234,-0.80042493558538,0.0007339572252042045,-0.5066004852785817,0.8621508475992617,0.007164189149618576
7133701809754865683,19.32475776428916,78.90868682209606,-0.759461864925605,0.020010933684898563,-0.46130575160090653,0.887005215467289,0.004279463378676762
7133701809754865684,18.044382285818056,77.31261789655328,-0.5636151991265715,0.049374296745667026,-0.3709142826193321,0.9273316332268025,0.006388723406788698
7133701809754865685,16.617818561791413,75.91750014356215,-0.4548769751707454,-0.023596554510098813,-0.2878987688333201,0.9568264838171759,-0.03225804373439412
7133701809754865686,15.011564681536223,74.69273628414342,-0.3860292210254976,0.012641416784718102,-0.2820764648024287,0.9582909815732084,-0.04417530103685045
7133701809754865687,13.241459432571649,73.58710895031112,-0.33105683133542796,0.008522598131482644,-0.2265580584762516,0.9728317629573232,-0.04687400603646998
7133701809754865688,11.457537720756232,72.67668754004276,-0.20087959916704434,0.023342008238641843,-0.16847320722617998,0.985164294420943,-0.022874485707823636
7133701809754865689,9.57821947101171,71.60741691371197,-0.07406732853936135,0.014075366721146296,-0.2617121428055183,0.9649676326372264,-0.012087444821647688
7133701809754865690,7.870202568495492,70.48324277071896,0.03355544213734189,0.028356283959866814,-0.33525308121256797,0.9415361662583243,-0.01763350007922516
7133701809754865691,6.25749218086527,69.22513878726677,0.13320173673484026,0.05625324633121348,-0.3048410608272375,0.9507335594073785,-0.003633032824097377
7133701809754865692,4.648044743155211,67.86369372084249,0.2874124784722558,0.040761800159445395,-0.32288189589379696,0.9451638569975608,-0.027405115896187087
7133701809754865693,3.082685100525289,66.39696205794306,0.4261918724923278,0.024479643232717823,-0.3502335990778716,0.935971607309041,-0.02635001813073399
